#p7	p5
1281	1121
1282	1122
1283	1123
1284	1124
1285	1125
1286	1126
1287	1127
1288	1128
1057	1281
1058	1282
1059	1283
1060	1284
1061	1285
1062	1286
1063	1287
1064	1288
1361	1201
1362	1202
1363	1203
1364	1204
1365	1205
1366	1206
1367	1207
1368	1208
1369	1209
1370	1210
1371	1211
1372	1212
1373	1213
1374	1214
1375	1215
1376	1216
1353	1193
1354	1194
1355	1195
1356	1196
1357	1197
1358	1198
1359	1199
1360	1200
1225	1065
1226	1066
1227	1067
1228	1068
1229	1069
1230	1070
1231	1071
1232	1072
1265	1105
1266	1106
1267	1107
1268	1108
1269	1109
1270	1110
1271	1111
1272	1112
1289	1129
1290	1130
1291	1131
1292	1132
1293	1133
1294	1134
1295	1135
1296	1136
1017	1241
1018	1242
1019	1243
1020	1244
1021	1245
1022	1246
1023	1247
1024	1248
1161	1001
1162	1002
1163	1003
1164	1004
1165	1005
1166	1006
1167	1007
1168	1008
1065	1289
1066	1290
1067	1291
1068	1292
1069	1293
1070	1294
1071	1295
1072	1296
1305	1145
1306	1146
1307	1147
1308	1148
1309	1149
1310	1150
1311	1151
1312	1152
##bravo_command	2,23	1,8	p5_straight
##bravo_command	1,15	2,23	p5_straight
##bravo_command	2,20	2,3	p5_straight
##bravo_command	2,22	2,5	p5_straight
##bravo_command	2,18	2,1	p5_straight
##bravo_command	2,9	1,17	p5_straight
##bravo_command	2,19	1,4	p5_straight
##bravo_command	2,2	1,10	p5_straight
##bravo_command	1,5	2,13	p5_straight
##bravo_command	1,18	1,1	p5_straight
##bravo_command	1,17	2,2	p5_straight
##bravo_command	2,6	1,14	p5_straight
