#p7	p5
1089	1337
1090	1338
1091	1339
1092	1340
1093	1341
1094	1342
1095	1343
1096	1344
1201	1065
1202	1066
1203	1067
1204	1068
1205	1069
1206	1070
1207	1071
1208	1072
1017	1265
1018	1266
1019	1267
1020	1268
1021	1269
1022	1270
1023	1271
1024	1272
1041	1289
1042	1290
1043	1291
1044	1292
1045	1293
1046	1294
1047	1295
1048	1296
1305	1169
1306	1170
1307	1171
1308	1172
1309	1173
1310	1174
1311	1175
1312	1176
1233	1097
1234	1098
1235	1099
1236	1100
1237	1101
1238	1102
1239	1103
1240	1104
1161	1025
1162	1026
1163	1027
1164	1028
1165	1029
1166	1030
1167	1031
1168	1032
1249	1113
1250	1114
1251	1115
1252	1116
1253	1117
1254	1118
1255	1119
1256	1120
1345	1209
1346	1210
1347	1211
1348	1212
1349	1213
1350	1214
1351	1215
1352	1216
1065	1313
1066	1314
1067	1315
1068	1316
1069	1317
1070	1318
1071	1319
1072	1320
1361	1225
1362	1226
1363	1227
1364	1228
1365	1229
1366	1230
1367	1231
1368	1232
1049	1297
1050	1298
1051	1299
1052	1300
1053	1301
1054	1302
1055	1303
1056	1304
##bravo_command	1,23	2,14	p5_straight
##bravo_command	2,3	1,17	p5_straight
##bravo_command	1,5	2,19	p5_straight
##bravo_command	1,11	2,2	p5_straight
##bravo_command	2,6	1,20	p5_straight
##bravo_command	2,11	1,2	p5_straight
##bravo_command	1,18	1,7	p5_straight
##bravo_command	2,15	1,6	p5_straight
##bravo_command	2,16	2,5	p5_straight
##bravo_command	1,17	2,8	p5_straight
##bravo_command	2,20	2,9	p5_straight
##bravo_command	1,13	2,4	p5_straight
