#p7	p5
1169	1065
1170	1066
1171	1067
1172	1068
1173	1069
1174	1070
1175	1071
1176	1072
1281	1177
1282	1178
1283	1179
1284	1180
1285	1181
1286	1182
1287	1183
1288	1184
1097	1377
1098	1378
1099	1379
1100	1380
1101	1381
1102	1382
1103	1383
1104	1384
1249	1145
1250	1146
1251	1147
1252	1148
1253	1149
1254	1150
1255	1151
1256	1152
1025	1305
1026	1306
1027	1307
1028	1308
1029	1309
1030	1310
1031	1311
1032	1312
1369	1265
1370	1266
1371	1267
1372	1268
1373	1269
1374	1270
1375	1271
1376	1272
1265	1161
1266	1162
1267	1163
1268	1164
1269	1165
1270	1166
1271	1167
1272	1168
1001	1281
1002	1282
1003	1283
1004	1284
1005	1285
1006	1286
1007	1287
1008	1288
1033	1313
1034	1314
1035	1315
1036	1316
1037	1317
1038	1318
1039	1319
1040	1320
1313	1209
1314	1210
1315	1211
1316	1212
1317	1213
1318	1214
1319	1215
1320	1216
1081	1361
1082	1362
1083	1363
1084	1364
1085	1365
1086	1366
1087	1367
1088	1368
1145	1041
1146	1042
1147	1043
1148	1044
1149	1045
1150	1046
1151	1047
1152	1048
##bravo_command	1,20	1,17	p5_straight
##bravo_command	2,23	1,22	p5_straight
##bravo_command	1,2	2,24	p5_straight
##bravo_command	2,15	1,14	p5_straight
##bravo_command	1,7	2,6	p5_straight
##bravo_command	2,22	2,19	p5_straight
##bravo_command	2,19	1,18	p5_straight
##bravo_command	1,1	2,23	p5_straight
##bravo_command	1,9	2,8	p5_straight
##bravo_command	2,8	2,5	p5_straight
##bravo_command	1,21	2,20	p5_straight
##bravo_command	1,14	1,11	p5_straight
