#p7	p5
1065	1337
1066	1338
1067	1339
1068	1340
1069	1341
1070	1342
1071	1343
1072	1344
1201	1089
1202	1090
1203	1091
1204	1092
1205	1093
1206	1094
1207	1095
1208	1096
1057	1329
1058	1330
1059	1331
1060	1332
1061	1333
1062	1334
1063	1335
1064	1336
1129	1017
1130	1018
1131	1019
1132	1020
1133	1021
1134	1022
1135	1023
1136	1024
1177	1065
1178	1066
1179	1067
1180	1068
1181	1069
1182	1070
1183	1071
1184	1072
1049	1321
1050	1322
1051	1323
1052	1324
1053	1325
1054	1326
1055	1327
1056	1328
1273	1161
1274	1162
1275	1163
1276	1164
1277	1165
1278	1166
1279	1167
1280	1168
1097	1369
1098	1370
1099	1371
1100	1372
1101	1373
1102	1374
1103	1375
1104	1376
1233	1121
1234	1122
1235	1123
1236	1124
1237	1125
1238	1126
1239	1127
1240	1128
1249	1137
1250	1138
1251	1139
1252	1140
1253	1141
1254	1142
1255	1143
1256	1144
1105	1377
1106	1378
1107	1379
1108	1380
1109	1381
1110	1382
1111	1383
1112	1384
1073	1345
1074	1346
1075	1347
1076	1348
1077	1349
1078	1350
1079	1351
1080	1352
##bravo_command	1,17	2,14	p5_straight
##bravo_command	2,3	1,23	p5_straight
##bravo_command	1,15	2,12	p5_straight
##bravo_command	1,10	1,5	p5_straight
##bravo_command	1,22	1,17	p5_straight
##bravo_command	1,13	2,10	p5_straight
##bravo_command	2,21	1,18	p5_straight
##bravo_command	1,2	2,22	p5_straight
##bravo_command	2,11	1,8	p5_straight
##bravo_command	2,15	1,12	p5_straight
##bravo_command	1,4	2,24	p5_straight
##bravo_command	1,19	2,16	p5_straight
