#p7	p5
1041	1177
1042	1178
1043	1179
1044	1180
1045	1181
1046	1182
1047	1183
1048	1184
1249	1001
1250	1002
1251	1003
1252	1004
1253	1005
1254	1006
1255	1007
1256	1008
1017	1153
1018	1154
1019	1155
1020	1156
1021	1157
1022	1158
1023	1159
1024	1160
1377	1129
1378	1130
1379	1131
1380	1132
1381	1133
1382	1134
1383	1135
1384	1136
1313	1065
1314	1066
1315	1067
1316	1068
1317	1069
1318	1070
1319	1071
1320	1072
1193	1329
1194	1330
1195	1331
1196	1332
1197	1333
1198	1334
1199	1335
1200	1336
1225	1361
1226	1362
1227	1363
1228	1364
1229	1365
1230	1366
1231	1367
1232	1368
1065	1201
1066	1202
1067	1203
1068	1204
1069	1205
1070	1206
1071	1207
1072	1208
1001	1137
1002	1138
1003	1139
1004	1140
1005	1141
1006	1142
1007	1143
1008	1144
1337	1089
1338	1090
1339	1091
1340	1092
1341	1093
1342	1094
1343	1095
1344	1096
1129	1265
1130	1266
1131	1267
1132	1268
1133	1269
1134	1270
1135	1271
1136	1272
1321	1073
1322	1074
1323	1075
1324	1076
1325	1077
1326	1078
1327	1079
1328	1080
##bravo_command	1,11	1,22	p5_straight
##bravo_command	2,15	1,1	p5_straight
##bravo_command	1,5	1,16	p5_straight
##bravo_command	2,24	1,10	p5_straight
##bravo_command	2,8	1,17	p5_straight
##bravo_command	2,1	2,12	p5_straight
##bravo_command	2,9	2,20	p5_straight
##bravo_command	1,17	2,3	p5_straight
##bravo_command	1,1	1,12	p5_straight
##bravo_command	2,14	1,23	p5_straight
##bravo_command	1,10	2,19	p5_straight
##bravo_command	2,10	1,19	p5_straight
