#p7	p5
1185	1201
1186	1202
1187	1203
1188	1204
1189	1205
1190	1206
1191	1207
1192	1208
1297	1313
1298	1314
1299	1315
1300	1316
1301	1317
1302	1318
1303	1319
1304	1320
1329	1345
1330	1346
1331	1347
1332	1348
1333	1349
1334	1350
1335	1351
1336	1352
1137	1153
1138	1154
1139	1155
1140	1156
1141	1157
1142	1158
1143	1159
1144	1160
1209	1225
1210	1226
1211	1227
1212	1228
1213	1229
1214	1230
1215	1231
1216	1232
1353	1369
1354	1370
1355	1371
1356	1372
1357	1373
1358	1374
1359	1375
1360	1376
1193	1209
1194	1210
1195	1211
1196	1212
1197	1213
1198	1214
1199	1215
1200	1216
1233	1249
1234	1250
1235	1251
1236	1252
1237	1253
1238	1254
1239	1255
1240	1256
1017	1033
1018	1034
1019	1035
1020	1036
1021	1037
1022	1038
1023	1039
1024	1040
1265	1281
1266	1282
1267	1283
1268	1284
1269	1285
1270	1286
1271	1287
1272	1288
1249	1265
1250	1266
1251	1267
1252	1268
1253	1269
1254	1270
1255	1271
1256	1272
1361	1377
1362	1378
1363	1379
1364	1380
1365	1381
1366	1382
1367	1383
1368	1384
##bravo_command	1,24	2,3	p5_straight
##bravo_command	2,4	2,8	p5_straight
##bravo_command	2,12	2,16	p5_straight
##bravo_command	1,12	1,16	p5_straight
##bravo_command	2,5	2,9	p5_straight
##bravo_command	2,18	2,22	p5_straight
##bravo_command	2,1	2,5	p5_straight
##bravo_command	2,11	2,15	p5_straight
##bravo_command	1,5	1,9	p5_straight
##bravo_command	2,19	2,23	p5_straight
##bravo_command	2,15	2,19	p5_straight
##bravo_command	2,20	2,24	p5_straight
