#p7	p5
1361	1152
1362	1151
1363	1150
1364	1149
1365	1148
1366	1147
1367	1146
1368	1145
1225	1016
1226	1015
1227	1014
1228	1013
1229	1012
1230	1011
1231	1010
1232	1009
1049	1224
1050	1223
1051	1222
1052	1221
1053	1220
1054	1219
1055	1218
1056	1217
1033	1208
1034	1207
1035	1206
1036	1205
1037	1204
1038	1203
1039	1202
1040	1201
1321	1112
1322	1111
1323	1110
1324	1109
1325	1108
1326	1107
1327	1106
1328	1105
1273	1064
1274	1063
1275	1062
1276	1061
1277	1060
1278	1059
1279	1058
1280	1057
1201	1376
1202	1375
1203	1374
1204	1373
1205	1372
1206	1371
1207	1370
1208	1369
1313	1104
1314	1103
1315	1102
1316	1101
1317	1100
1318	1099
1319	1098
1320	1097
1153	1328
1154	1327
1155	1326
1156	1325
1157	1324
1158	1323
1159	1322
1160	1321
1377	1168
1378	1167
1379	1166
1380	1165
1381	1164
1382	1163
1383	1162
1384	1161
1281	1072
1282	1071
1283	1070
1284	1069
1285	1068
1286	1067
1287	1066
1288	1065
1185	1360
1186	1359
1187	1358
1188	1357
1189	1356
1190	1355
1191	1354
1192	1353
##bravo_command	2,20	2,11	p5_inverse
##bravo_command	2,9	2,22	p5_inverse
##bravo_command	1,13	1,18	p5_inverse
##bravo_command	1,9	1,22	p5_inverse
##bravo_command	2,10	2,21	p5_inverse
##bravo_command	2,21	2,10	p5_inverse
##bravo_command	2,3	1,3	p5_inverse
##bravo_command	2,8	2,23	p5_inverse
##bravo_command	1,16	1,15	p5_inverse
##bravo_command	2,24	2,7	p5_inverse
##bravo_command	2,23	2,8	p5_inverse
##bravo_command	1,24	1,7	p5_inverse
