#p7	p5
1025	1337
1026	1338
1027	1339
1028	1340
1029	1341
1030	1342
1031	1343
1032	1344
1017	1329
1018	1330
1019	1331
1020	1332
1021	1333
1022	1334
1023	1335
1024	1336
1209	1137
1210	1138
1211	1139
1212	1140
1213	1141
1214	1142
1215	1143
1216	1144
1057	1369
1058	1370
1059	1371
1060	1372
1061	1373
1062	1374
1063	1375
1064	1376
1257	1185
1258	1186
1259	1187
1260	1188
1261	1189
1262	1190
1263	1191
1264	1192
1145	1073
1146	1074
1147	1075
1148	1076
1149	1077
1150	1078
1151	1079
1152	1080
1137	1065
1138	1066
1139	1067
1140	1068
1141	1069
1142	1070
1143	1071
1144	1072
1353	1281
1354	1282
1355	1283
1356	1284
1357	1285
1358	1286
1359	1287
1360	1288
1065	1377
1066	1378
1067	1379
1068	1380
1069	1381
1070	1382
1071	1383
1072	1384
1329	1257
1330	1258
1331	1259
1332	1260
1333	1261
1334	1262
1335	1263
1336	1264
1345	1273
1346	1274
1347	1275
1348	1276
1349	1277
1350	1278
1351	1279
1352	1280
1105	1033
1106	1034
1107	1035
1108	1036
1109	1037
1110	1038
1111	1039
1112	1040
##bravo_command	1,7	2,14	p5_straight
##bravo_command	1,5	2,12	p5_straight
##bravo_command	2,5	1,12	p5_straight
##bravo_command	1,15	2,22	p5_straight
##bravo_command	2,17	1,24	p5_straight
##bravo_command	1,14	1,19	p5_straight
##bravo_command	1,12	1,17	p5_straight
##bravo_command	2,18	2,23	p5_straight
##bravo_command	1,17	2,24	p5_straight
##bravo_command	2,12	2,17	p5_straight
##bravo_command	2,16	2,21	p5_straight
##bravo_command	1,4	1,9	p5_straight
