#p7	p5
1241	1273
1242	1274
1243	1275
1244	1276
1245	1277
1246	1278
1247	1279
1248	1280
1249	1281
1250	1282
1251	1283
1252	1284
1253	1285
1254	1286
1255	1287
1256	1288
1377	1025
1378	1026
1379	1027
1380	1028
1381	1029
1382	1030
1383	1031
1384	1032
1361	1009
1362	1010
1363	1011
1364	1012
1365	1013
1366	1014
1367	1015
1368	1016
1145	1177
1146	1178
1147	1179
1148	1180
1149	1181
1150	1182
1151	1183
1152	1184
1073	1105
1074	1106
1075	1107
1076	1108
1077	1109
1078	1110
1079	1111
1080	1112
1225	1257
1226	1258
1227	1259
1228	1260
1229	1261
1230	1262
1231	1263
1232	1264
1281	1313
1282	1314
1283	1315
1284	1316
1285	1317
1286	1318
1287	1319
1288	1320
1209	1241
1210	1242
1211	1243
1212	1244
1213	1245
1214	1246
1215	1247
1216	1248
1169	1201
1170	1202
1171	1203
1172	1204
1173	1205
1174	1206
1175	1207
1176	1208
1113	1145
1114	1146
1115	1147
1116	1148
1117	1149
1118	1150
1119	1151
1120	1152
1177	1209
1178	1210
1179	1211
1180	1212
1181	1213
1182	1214
1183	1215
1184	1216
##bravo_command	2,13	2,21	p5_straight
##bravo_command	2,15	2,23	p5_straight
##bravo_command	2,24	1,7	p5_straight
##bravo_command	2,20	1,3	p5_straight
##bravo_command	1,14	1,22	p5_straight
##bravo_command	1,19	1,4	p5_straight
##bravo_command	2,9	2,17	p5_straight
##bravo_command	2,23	2,8	p5_straight
##bravo_command	2,5	2,13	p5_straight
##bravo_command	1,20	2,3	p5_straight
##bravo_command	1,6	1,14	p5_straight
##bravo_command	1,22	2,5	p5_straight
