#p7	p5
1257	1329
1258	1330
1259	1331
1260	1332
1261	1333
1262	1334
1263	1335
1264	1336
1289	1361
1290	1362
1291	1363
1292	1364
1293	1365
1294	1366
1295	1367
1296	1368
1321	1009
1322	1010
1323	1011
1324	1012
1325	1013
1326	1014
1327	1015
1328	1016
1249	1321
1250	1322
1251	1323
1252	1324
1253	1325
1254	1326
1255	1327
1256	1328
1049	1121
1050	1122
1051	1123
1052	1124
1053	1125
1054	1126
1055	1127
1056	1128
1185	1257
1186	1258
1187	1259
1188	1260
1189	1261
1190	1262
1191	1263
1192	1264
1145	1217
1146	1218
1147	1219
1148	1220
1149	1221
1150	1222
1151	1223
1152	1224
1025	1097
1026	1098
1027	1099
1028	1100
1029	1101
1030	1102
1031	1103
1032	1104
1297	1369
1298	1370
1299	1371
1300	1372
1301	1373
1302	1374
1303	1375
1304	1376
1361	1049
1362	1050
1363	1051
1364	1052
1365	1053
1366	1054
1367	1055
1368	1056
1073	1145
1074	1146
1075	1147
1076	1148
1077	1149
1078	1150
1079	1151
1080	1152
1305	1377
1306	1378
1307	1379
1308	1380
1309	1381
1310	1382
1311	1383
1312	1384
##bravo_command	2,17	2,12	p5_straight
##bravo_command	2,2	2,20	p5_straight
##bravo_command	2,10	1,3	p5_straight
##bravo_command	2,15	2,10	p5_straight
##bravo_command	1,13	1,8	p5_straight
##bravo_command	1,24	2,17	p5_straight
##bravo_command	1,14	2,7	p5_straight
##bravo_command	1,7	1,2	p5_straight
##bravo_command	2,4	2,22	p5_straight
##bravo_command	2,20	1,13	p5_straight
##bravo_command	1,19	1,14	p5_straight
##bravo_command	2,6	2,24	p5_straight
