#p7	p5
1185	1024
1186	1023
1187	1022
1188	1021
1189	1020
1190	1019
1191	1018
1192	1017
1145	1368
1146	1367
1147	1366
1148	1365
1149	1364
1150	1363
1151	1362
1152	1361
1289	1128
1290	1127
1291	1126
1292	1125
1293	1124
1294	1123
1295	1122
1296	1121
1257	1096
1258	1095
1259	1094
1260	1093
1261	1092
1262	1091
1263	1090
1264	1089
1049	1272
1050	1271
1051	1270
1052	1269
1053	1268
1054	1267
1055	1266
1056	1265
1057	1280
1058	1279
1059	1278
1060	1277
1061	1276
1062	1275
1063	1274
1064	1273
1001	1224
1002	1223
1003	1222
1004	1221
1005	1220
1006	1219
1007	1218
1008	1217
1329	1168
1330	1167
1331	1166
1332	1165
1333	1164
1334	1163
1335	1162
1336	1161
1313	1152
1314	1151
1315	1150
1316	1149
1317	1148
1318	1147
1319	1146
1320	1145
1089	1312
1090	1311
1091	1310
1092	1309
1093	1308
1094	1307
1095	1306
1096	1305
1097	1320
1098	1319
1099	1318
1100	1317
1101	1316
1102	1315
1103	1314
1104	1313
1361	1200
1362	1199
1363	1198
1364	1197
1365	1196
1366	1195
1367	1194
1368	1193
##bravo_command	1,24	2,20	p5_inverse
##bravo_command	1,14	1,5	p5_inverse
##bravo_command	2,2	2,17	p5_inverse
##bravo_command	2,17	2,2	p5_inverse
##bravo_command	1,13	1,6	p5_inverse
##bravo_command	1,15	1,4	p5_inverse
##bravo_command	1,1	1,18	p5_inverse
##bravo_command	2,12	2,7	p5_inverse
##bravo_command	2,8	2,11	p5_inverse
##bravo_command	1,23	1,19	p5_inverse
##bravo_command	1,2	1,17	p5_inverse
##bravo_command	2,20	1,24	p5_inverse
