#p7	p5
1017	1225
1018	1226
1019	1227
1020	1228
1021	1229
1022	1230
1023	1231
1024	1232
1329	1153
1330	1154
1331	1155
1332	1156
1333	1157
1334	1158
1335	1159
1336	1160
1033	1241
1034	1242
1035	1243
1036	1244
1037	1245
1038	1246
1039	1247
1040	1248
1273	1097
1274	1098
1275	1099
1276	1100
1277	1101
1278	1102
1279	1103
1280	1104
1369	1193
1370	1194
1371	1195
1372	1196
1373	1197
1374	1198
1375	1199
1376	1200
1257	1081
1258	1082
1259	1083
1260	1084
1261	1085
1262	1086
1263	1087
1264	1088
1201	1025
1202	1026
1203	1027
1204	1028
1205	1029
1206	1030
1207	1031
1208	1032
1097	1305
1098	1306
1099	1307
1100	1308
1101	1309
1102	1310
1103	1311
1104	1312
1297	1121
1298	1122
1299	1123
1300	1124
1301	1125
1302	1126
1303	1127
1304	1128
1353	1177
1354	1178
1355	1179
1356	1180
1357	1181
1358	1182
1359	1183
1360	1184
1137	1345
1138	1346
1139	1347
1140	1348
1141	1349
1142	1350
1143	1351
1144	1352
1113	1321
1114	1322
1115	1323
1116	1324
1117	1325
1118	1326
1119	1327
1120	1328
##bravo_command	1,5	2,9	p5_straight
##bravo_command	2,12	1,16	p5_straight
##bravo_command	1,9	2,13	p5_straight
##bravo_command	2,21	1,2	p5_straight
##bravo_command	2,22	2,1	p5_straight
##bravo_command	2,17	1,21	p5_straight
##bravo_command	2,3	1,7	p5_straight
##bravo_command	1,2	2,6	p5_straight
##bravo_command	2,4	1,8	p5_straight
##bravo_command	2,18	1,22	p5_straight
##bravo_command	1,12	2,16	p5_straight
##bravo_command	1,6	2,10	p5_straight
