#p7	p5
1033	1216
1034	1215
1035	1214
1036	1213
1037	1212
1038	1211
1039	1210
1040	1209
1017	1200
1018	1199
1019	1198
1020	1197
1021	1196
1022	1195
1023	1194
1024	1193
1161	1344
1162	1343
1163	1342
1164	1341
1165	1340
1166	1339
1167	1338
1168	1337
1073	1256
1074	1255
1075	1254
1076	1253
1077	1252
1078	1251
1079	1250
1080	1249
1177	1360
1178	1359
1179	1358
1180	1357
1181	1356
1182	1355
1183	1354
1184	1353
1305	1104
1306	1103
1307	1102
1308	1101
1309	1100
1310	1099
1311	1098
1312	1097
1121	1304
1122	1303
1123	1302
1124	1301
1125	1300
1126	1299
1127	1298
1128	1297
1289	1088
1290	1087
1291	1086
1292	1085
1293	1084
1294	1083
1295	1082
1296	1081
1089	1272
1090	1271
1091	1270
1092	1269
1093	1268
1094	1267
1095	1266
1096	1265
1377	1176
1378	1175
1379	1174
1380	1173
1381	1172
1382	1171
1383	1170
1384	1169
1057	1240
1058	1239
1059	1238
1060	1237
1061	1236
1062	1235
1063	1234
1064	1233
1281	1080
1282	1079
1283	1078
1284	1077
1285	1076
1286	1075
1287	1074
1288	1073
##bravo_command	1,9	1,20	p5_inverse
##bravo_command	1,5	1,24	p5_inverse
##bravo_command	1,18	1,11	p5_inverse
##bravo_command	1,19	1,10	p5_inverse
##bravo_command	1,22	1,7	p5_inverse
##bravo_command	2,6	2,23	p5_inverse
##bravo_command	1,8	1,21	p5_inverse
##bravo_command	2,2	2,4	p5_inverse
##bravo_command	1,23	1,6	p5_inverse
##bravo_command	2,24	2,5	p5_inverse
##bravo_command	1,15	1,14	p5_inverse
##bravo_command	2,23	2,6	p5_inverse
