#p7	p5
1201	1153
1202	1154
1203	1155
1204	1156
1205	1157
1206	1158
1207	1159
1208	1160
1353	1305
1354	1306
1355	1307
1356	1308
1357	1309
1358	1310
1359	1311
1360	1312
1145	1097
1146	1098
1147	1099
1148	1100
1149	1101
1150	1102
1151	1103
1152	1104
1361	1313
1362	1314
1363	1315
1364	1316
1365	1317
1366	1318
1367	1319
1368	1320
1177	1129
1178	1130
1179	1131
1180	1132
1181	1133
1182	1134
1183	1135
1184	1136
1089	1041
1090	1042
1091	1043
1092	1044
1093	1045
1094	1046
1095	1047
1096	1048
1225	1177
1226	1178
1227	1179
1228	1180
1229	1181
1230	1182
1231	1183
1232	1184
1169	1121
1170	1122
1171	1123
1172	1124
1173	1125
1174	1126
1175	1127
1176	1128
1321	1273
1322	1274
1323	1275
1324	1276
1325	1277
1326	1278
1327	1279
1328	1280
1313	1265
1314	1266
1315	1267
1316	1268
1317	1269
1318	1270
1319	1271
1320	1272
1265	1217
1266	1218
1267	1219
1268	1220
1269	1221
1270	1222
1271	1223
1272	1224
1097	1049
1098	1050
1099	1051
1100	1052
1101	1053
1102	1054
1103	1055
1104	1056
##bravo_command	2,3	1,16	p5_straight
##bravo_command	2,18	2,6	p5_straight
##bravo_command	1,14	1,2	p5_straight
##bravo_command	2,20	2,8	p5_straight
##bravo_command	1,22	1,10	p5_straight
##bravo_command	1,23	1,11	p5_straight
##bravo_command	2,9	1,22	p5_straight
##bravo_command	1,20	1,8	p5_straight
##bravo_command	2,10	2,21	p5_straight
##bravo_command	2,8	2,19	p5_straight
##bravo_command	2,19	2,7	p5_straight
##bravo_command	1,2	1,13	p5_straight
