#p7	p5
1169	1297
1170	1298
1171	1299
1172	1300
1173	1301
1174	1302
1175	1303
1176	1304
1105	1233
1106	1234
1107	1235
1108	1236
1109	1237
1110	1238
1111	1239
1112	1240
1249	1377
1250	1378
1251	1379
1252	1380
1253	1381
1254	1382
1255	1383
1256	1384
1009	1137
1010	1138
1011	1139
1012	1140
1013	1141
1014	1142
1015	1143
1016	1144
1241	1369
1242	1370
1243	1371
1244	1372
1245	1373
1246	1374
1247	1375
1248	1376
1225	1353
1226	1354
1227	1355
1228	1356
1229	1357
1230	1358
1231	1359
1232	1360
1265	1009
1266	1010
1267	1011
1268	1012
1269	1013
1270	1014
1271	1015
1272	1016
1369	1113
1370	1114
1371	1115
1372	1116
1373	1117
1374	1118
1375	1119
1376	1120
1361	1105
1362	1106
1363	1107
1364	1108
1365	1109
1366	1110
1367	1111
1368	1112
1305	1049
1306	1050
1307	1051
1308	1052
1309	1053
1310	1054
1311	1055
1312	1056
1049	1177
1050	1178
1051	1179
1052	1180
1053	1181
1054	1182
1055	1183
1056	1184
1353	1097
1354	1098
1355	1099
1356	1100
1357	1101
1358	1102
1359	1103
1360	1104
##bravo_command	1,20	2,4	p5_straight
##bravo_command	1,4	2,11	p5_straight
##bravo_command	2,15	2,24	p5_straight
##bravo_command	1,3	1,12	p5_straight
##bravo_command	2,13	2,22	p5_straight
##bravo_command	2,9	2,18	p5_straight
##bravo_command	2,19	1,3	p5_straight
##bravo_command	2,22	1,6	p5_straight
##bravo_command	2,20	1,4	p5_straight
##bravo_command	2,6	1,13	p5_straight
##bravo_command	1,13	1,22	p5_straight
##bravo_command	2,18	1,2	p5_straight
