#p7	p5
1201	1160
1202	1159
1203	1158
1204	1157
1205	1156
1206	1155
1207	1154
1208	1153
1353	1312
1354	1311
1355	1310
1356	1309
1357	1308
1358	1307
1359	1306
1360	1305
1145	1104
1146	1103
1147	1102
1148	1101
1149	1100
1150	1099
1151	1098
1152	1097
1361	1320
1362	1319
1363	1318
1364	1317
1365	1316
1366	1315
1367	1314
1368	1313
1177	1136
1178	1135
1179	1134
1180	1133
1181	1132
1182	1131
1183	1130
1184	1129
1089	1048
1090	1047
1091	1046
1092	1045
1093	1044
1094	1043
1095	1042
1096	1041
1225	1184
1226	1183
1227	1182
1228	1181
1229	1180
1230	1179
1231	1178
1232	1177
1169	1128
1170	1127
1171	1126
1172	1125
1173	1124
1174	1123
1175	1122
1176	1121
1321	1280
1322	1279
1323	1278
1324	1277
1325	1276
1326	1275
1327	1274
1328	1273
1313	1272
1314	1271
1315	1270
1316	1269
1317	1268
1318	1267
1319	1266
1320	1265
1265	1224
1266	1223
1267	1222
1268	1221
1269	1220
1270	1219
1271	1218
1272	1217
1097	1056
1098	1055
1099	1054
1100	1053
1101	1052
1102	1051
1103	1050
1104	1049
##bravo_command	2,3	2,9	p5_inverse
##bravo_command	2,18	1,19	p5_inverse
##bravo_command	1,14	2,23	p5_inverse
##bravo_command	2,20	1,17	p5_inverse
##bravo_command	1,22	2,15	p5_inverse
##bravo_command	1,23	2,14	p5_inverse
##bravo_command	2,9	2,3	p5_inverse
##bravo_command	1,20	2,17	p5_inverse
##bravo_command	2,10	1,4	p5_inverse
##bravo_command	2,8	1,6	p5_inverse
##bravo_command	2,19	1,18	p5_inverse
##bravo_command	1,2	2,12	p5_inverse
