#p7	p5
1337	1152
1338	1151
1339	1150
1340	1149
1341	1148
1342	1147
1343	1146
1344	1145
1049	1248
1050	1247
1051	1246
1052	1245
1053	1244
1054	1243
1055	1242
1056	1241
1257	1072
1258	1071
1259	1070
1260	1069
1261	1068
1262	1067
1263	1066
1264	1065
1313	1128
1314	1127
1315	1126
1316	1125
1317	1124
1318	1123
1319	1122
1320	1121
1225	1040
1226	1039
1227	1038
1228	1037
1229	1036
1230	1035
1231	1034
1232	1033
1145	1344
1146	1343
1147	1342
1148	1341
1149	1340
1150	1339
1151	1338
1152	1337
1057	1256
1058	1255
1059	1254
1060	1253
1061	1252
1062	1251
1063	1250
1064	1249
1137	1336
1138	1335
1139	1334
1140	1333
1141	1332
1142	1331
1143	1330
1144	1329
1265	1080
1266	1079
1267	1078
1268	1077
1269	1076
1270	1075
1271	1074
1272	1073
1209	1024
1210	1023
1211	1022
1212	1021
1213	1020
1214	1019
1215	1018
1216	1017
1001	1200
1002	1199
1003	1198
1004	1197
1005	1196
1006	1195
1007	1194
1008	1193
1121	1320
1122	1319
1123	1318
1124	1317
1125	1316
1126	1315
1127	1314
1128	1313
##bravo_command	2,14	2,11	p5_inverse
##bravo_command	1,13	1,12	p5_inverse
##bravo_command	2,17	2,8	p5_inverse
##bravo_command	2,8	2,17	p5_inverse
##bravo_command	2,9	2,16	p5_inverse
##bravo_command	1,14	1,11	p5_inverse
##bravo_command	1,15	1,10	p5_inverse
##bravo_command	1,12	1,13	p5_inverse
##bravo_command	2,19	2,6	p5_inverse
##bravo_command	2,5	2,20	p5_inverse
##bravo_command	1,1	1,24	p5_inverse
##bravo_command	1,8	1,17	p5_inverse
