#p7	p5
1241	1344
1242	1343
1243	1342
1244	1341
1245	1340
1246	1339
1247	1338
1248	1337
1273	1376
1274	1375
1275	1374
1276	1373
1277	1372
1278	1371
1279	1370
1280	1369
1137	1240
1138	1239
1139	1238
1140	1237
1141	1236
1142	1235
1143	1234
1144	1233
1017	1120
1018	1119
1019	1118
1020	1117
1021	1116
1022	1115
1023	1114
1024	1113
1081	1184
1082	1183
1083	1182
1084	1181
1085	1180
1086	1179
1087	1178
1088	1177
1281	1384
1282	1383
1283	1382
1284	1381
1285	1380
1286	1379
1287	1378
1288	1377
1345	1064
1346	1063
1347	1062
1348	1061
1349	1060
1350	1059
1351	1058
1352	1057
1209	1312
1210	1311
1211	1310
1212	1309
1213	1308
1214	1307
1215	1306
1216	1305
1265	1368
1266	1367
1267	1366
1268	1365
1269	1364
1270	1363
1271	1362
1272	1361
1057	1160
1058	1159
1059	1158
1060	1157
1061	1156
1062	1155
1063	1154
1064	1153
1049	1152
1050	1151
1051	1150
1052	1149
1053	1148
1054	1147
1055	1146
1056	1145
1201	1304
1202	1303
1203	1302
1204	1301
1205	1300
1206	1299
1207	1298
1208	1297
##bravo_command	2,13	1,11	p5_inverse
##bravo_command	2,21	1,3	p5_inverse
##bravo_command	1,12	1,14	p5_inverse
##bravo_command	1,5	2,19	p5_inverse
##bravo_command	1,21	2,3	p5_inverse
##bravo_command	2,23	1,1	p5_inverse
##bravo_command	2,16	2,10	p5_inverse
##bravo_command	2,5	1,19	p5_inverse
##bravo_command	2,19	1,5	p5_inverse
##bravo_command	1,15	2,9	p5_inverse
##bravo_command	1,13	2,11	p5_inverse
##bravo_command	2,3	1,21	p5_inverse
