#p7	p5
1065	1160
1066	1159
1067	1158
1068	1157
1069	1156
1070	1155
1071	1154
1072	1153
1137	1232
1138	1231
1139	1230
1140	1229
1141	1228
1142	1227
1143	1226
1144	1225
1161	1256
1162	1255
1163	1254
1164	1253
1165	1252
1166	1251
1167	1250
1168	1249
1105	1200
1106	1199
1107	1198
1108	1197
1109	1196
1110	1195
1111	1194
1112	1193
1265	1360
1266	1359
1267	1358
1268	1357
1269	1356
1270	1355
1271	1354
1272	1353
1377	1088
1378	1087
1379	1086
1380	1085
1381	1084
1382	1083
1383	1082
1384	1081
1369	1080
1370	1079
1371	1078
1372	1077
1373	1076
1374	1075
1375	1074
1376	1073
1337	1048
1338	1047
1339	1046
1340	1045
1341	1044
1342	1043
1343	1042
1344	1041
1225	1320
1226	1319
1227	1318
1228	1317
1229	1316
1230	1315
1231	1314
1232	1313
1153	1248
1154	1247
1155	1246
1156	1245
1157	1244
1158	1243
1159	1242
1160	1241
1057	1152
1058	1151
1059	1150
1060	1149
1061	1148
1062	1147
1063	1146
1064	1145
1129	1224
1130	1223
1131	1222
1132	1221
1133	1220
1134	1219
1135	1218
1136	1217
##bravo_command	1,17	2,9	p5_inverse
##bravo_command	1,12	1,16	p5_inverse
##bravo_command	1,18	1,10	p5_inverse
##bravo_command	1,4	1,24	p5_inverse
##bravo_command	2,19	1,7	p5_inverse
##bravo_command	2,24	2,4	p5_inverse
##bravo_command	2,22	2,6	p5_inverse
##bravo_command	2,14	2,14	p5_inverse
##bravo_command	2,9	1,17	p5_inverse
##bravo_command	1,16	1,12	p5_inverse
##bravo_command	1,15	2,11	p5_inverse
##bravo_command	1,10	1,18	p5_inverse
