#p7	p5
1305	1001
1306	1002
1307	1003
1308	1004
1309	1005
1310	1006
1311	1007
1312	1008
1089	1169
1090	1170
1091	1171
1092	1172
1093	1173
1094	1174
1095	1175
1096	1176
1001	1081
1002	1082
1003	1083
1004	1084
1005	1085
1006	1086
1007	1087
1008	1088
1041	1121
1042	1122
1043	1123
1044	1124
1045	1125
1046	1126
1047	1127
1048	1128
1257	1337
1258	1338
1259	1339
1260	1340
1261	1341
1262	1342
1263	1343
1264	1344
1241	1321
1242	1322
1243	1323
1244	1324
1245	1325
1246	1326
1247	1327
1248	1328
1177	1257
1178	1258
1179	1259
1180	1260
1181	1261
1182	1262
1183	1263
1184	1264
1057	1137
1058	1138
1059	1139
1060	1140
1061	1141
1062	1142
1063	1143
1064	1144
1249	1329
1250	1330
1251	1331
1252	1332
1253	1333
1254	1334
1255	1335
1256	1336
1297	1377
1298	1378
1299	1379
1300	1380
1301	1381
1302	1382
1303	1383
1304	1384
1337	1033
1338	1034
1339	1035
1340	1036
1341	1037
1342	1038
1343	1039
1344	1040
1265	1345
1266	1346
1267	1347
1268	1348
1269	1349
1270	1350
1271	1351
1272	1352
##bravo_command	2,6	1,1	p5_straight
##bravo_command	1,23	1,20	p5_straight
##bravo_command	1,1	1,21	p5_straight
##bravo_command	1,11	1,8	p5_straight
##bravo_command	2,17	2,14	p5_straight
##bravo_command	2,13	2,10	p5_straight
##bravo_command	1,22	2,17	p5_straight
##bravo_command	1,15	1,12	p5_straight
##bravo_command	2,15	2,12	p5_straight
##bravo_command	2,4	2,24	p5_straight
##bravo_command	2,14	1,9	p5_straight
##bravo_command	2,19	2,16	p5_straight
