#p7	p5
1305	1065
1306	1066
1307	1067
1308	1068
1309	1069
1310	1070
1311	1071
1312	1072
1113	1257
1114	1258
1115	1259
1116	1260
1117	1261
1118	1262
1119	1263
1120	1264
1017	1161
1018	1162
1019	1163
1020	1164
1021	1165
1022	1166
1023	1167
1024	1168
1241	1001
1242	1002
1243	1003
1244	1004
1245	1005
1246	1006
1247	1007
1248	1008
1009	1153
1010	1154
1011	1155
1012	1156
1013	1157
1014	1158
1015	1159
1016	1160
1137	1281
1138	1282
1139	1283
1140	1284
1141	1285
1142	1286
1143	1287
1144	1288
1257	1017
1258	1018
1259	1019
1260	1020
1261	1021
1262	1022
1263	1023
1264	1024
1145	1289
1146	1290
1147	1291
1148	1292
1149	1293
1150	1294
1151	1295
1152	1296
1265	1025
1266	1026
1267	1027
1268	1028
1269	1029
1270	1030
1271	1031
1272	1032
1361	1121
1362	1122
1363	1123
1364	1124
1365	1125
1366	1126
1367	1127
1368	1128
1297	1057
1298	1058
1299	1059
1300	1060
1301	1061
1302	1062
1303	1063
1304	1064
1065	1209
1066	1210
1067	1211
1068	1212
1069	1213
1070	1214
1071	1215
1072	1216
##bravo_command	2,6	1,17	p5_straight
##bravo_command	1,6	2,17	p5_straight
##bravo_command	1,5	1,18	p5_straight
##bravo_command	2,13	1,1	p5_straight
##bravo_command	1,3	1,16	p5_straight
##bravo_command	1,12	2,23	p5_straight
##bravo_command	2,17	1,5	p5_straight
##bravo_command	1,14	2,2	p5_straight
##bravo_command	2,19	1,7	p5_straight
##bravo_command	2,20	1,8	p5_straight
##bravo_command	2,4	1,15	p5_straight
##bravo_command	1,17	2,5	p5_straight
