#p7	p5
1065	1017
1066	1018
1067	1019
1068	1020
1069	1021
1070	1022
1071	1023
1072	1024
1305	1257
1306	1258
1307	1259
1308	1260
1309	1261
1310	1262
1311	1263
1312	1264
1153	1105
1154	1106
1155	1107
1156	1108
1157	1109
1158	1110
1159	1111
1160	1112
1105	1057
1106	1058
1107	1059
1108	1060
1109	1061
1110	1062
1111	1063
1112	1064
1233	1185
1234	1186
1235	1187
1236	1188
1237	1189
1238	1190
1239	1191
1240	1192
1113	1065
1114	1066
1115	1067
1116	1068
1117	1069
1118	1070
1119	1071
1120	1072
1073	1025
1074	1026
1075	1027
1076	1028
1077	1029
1078	1030
1079	1031
1080	1032
1193	1145
1194	1146
1195	1147
1196	1148
1197	1149
1198	1150
1199	1151
1200	1152
1049	1001
1050	1002
1051	1003
1052	1004
1053	1005
1054	1006
1055	1007
1056	1008
1033	1369
1034	1370
1035	1371
1036	1372
1037	1373
1038	1374
1039	1375
1040	1376
1297	1249
1298	1250
1299	1251
1300	1252
1301	1253
1302	1254
1303	1255
1304	1256
1081	1033
1082	1034
1083	1035
1084	1036
1085	1037
1086	1038
1087	1039
1088	1040
##bravo_command	1,17	1,5	p5_straight
##bravo_command	2,6	2,17	p5_straight
##bravo_command	1,16	1,4	p5_straight
##bravo_command	1,4	1,15	p5_straight
##bravo_command	2,11	1,24	p5_straight
##bravo_command	1,6	1,17	p5_straight
##bravo_command	1,19	1,7	p5_straight
##bravo_command	2,1	1,14	p5_straight
##bravo_command	1,13	1,1	p5_straight
##bravo_command	1,9	2,22	p5_straight
##bravo_command	2,4	2,15	p5_straight
##bravo_command	1,21	1,9	p5_straight
