#p7	p5
1249	1248
1250	1247
1251	1246
1252	1245
1253	1244
1254	1243
1255	1242
1256	1241
1185	1184
1186	1183
1187	1182
1188	1181
1189	1180
1190	1179
1191	1178
1192	1177
1321	1320
1322	1319
1323	1318
1324	1317
1325	1316
1326	1315
1327	1314
1328	1313
1337	1336
1338	1335
1339	1334
1340	1333
1341	1332
1342	1331
1343	1330
1344	1329
1257	1256
1258	1255
1259	1254
1260	1253
1261	1252
1262	1251
1263	1250
1264	1249
1241	1240
1242	1239
1243	1238
1244	1237
1245	1236
1246	1235
1247	1234
1248	1233
1033	1032
1034	1031
1035	1030
1036	1029
1037	1028
1038	1027
1039	1026
1040	1025
1113	1112
1114	1111
1115	1110
1116	1109
1117	1108
1118	1107
1119	1106
1120	1105
1065	1064
1066	1063
1067	1062
1068	1061
1069	1060
1070	1059
1071	1058
1072	1057
1161	1160
1162	1159
1163	1158
1164	1157
1165	1156
1166	1155
1167	1154
1168	1153
1361	1360
1362	1359
1363	1358
1364	1357
1365	1356
1366	1355
1367	1354
1368	1353
1025	1024
1026	1023
1027	1022
1028	1021
1029	1020
1030	1019
1031	1018
1032	1017
##bravo_command	2,15	1,12	p5_inverse
##bravo_command	1,24	2,3	p5_inverse
##bravo_command	2,10	1,17	p5_inverse
##bravo_command	2,14	1,13	p5_inverse
##bravo_command	2,17	1,10	p5_inverse
##bravo_command	2,13	1,14	p5_inverse
##bravo_command	1,9	2,18	p5_inverse
##bravo_command	1,6	2,21	p5_inverse
##bravo_command	1,17	2,10	p5_inverse
##bravo_command	1,18	2,9	p5_inverse
##bravo_command	2,20	1,7	p5_inverse
##bravo_command	1,7	2,20	p5_inverse
