#p7	p5
1265	1040
1266	1039
1267	1038
1268	1037
1269	1036
1270	1035
1271	1034
1272	1033
1241	1016
1242	1015
1243	1014
1244	1013
1245	1012
1246	1011
1247	1010
1248	1009
1377	1152
1378	1151
1379	1150
1380	1149
1381	1148
1382	1147
1383	1146
1384	1145
1233	1008
1234	1007
1235	1006
1236	1005
1237	1004
1238	1003
1239	1002
1240	1001
1081	1240
1082	1239
1083	1238
1084	1237
1085	1236
1086	1235
1087	1234
1088	1233
1305	1080
1306	1079
1307	1078
1308	1077
1309	1076
1310	1075
1311	1074
1312	1073
1073	1232
1074	1231
1075	1230
1076	1229
1077	1228
1078	1227
1079	1226
1080	1225
1273	1048
1274	1047
1275	1046
1276	1045
1277	1044
1278	1043
1279	1042
1280	1041
1209	1368
1210	1367
1211	1366
1212	1365
1213	1364
1214	1363
1215	1362
1216	1361
1321	1096
1322	1095
1323	1094
1324	1093
1325	1092
1326	1091
1327	1090
1328	1089
1049	1208
1050	1207
1051	1206
1052	1205
1053	1204
1054	1203
1055	1202
1056	1201
1329	1104
1330	1103
1331	1102
1332	1101
1333	1100
1334	1099
1335	1098
1336	1097
##bravo_command	2,19	2,16	p5_inverse
##bravo_command	2,13	2,22	p5_inverse
##bravo_command	2,24	2,11	p5_inverse
##bravo_command	2,11	2,24	p5_inverse
##bravo_command	1,21	1,14	p5_inverse
##bravo_command	2,6	2,6	p5_inverse
##bravo_command	1,19	1,16	p5_inverse
##bravo_command	2,21	2,14	p5_inverse
##bravo_command	2,5	1,5	p5_inverse
##bravo_command	2,10	2,2	p5_inverse
##bravo_command	1,13	1,22	p5_inverse
##bravo_command	2,12	2,23	p5_inverse
