#p7	p5
1081	1217
1082	1218
1083	1219
1084	1220
1085	1221
1086	1222
1087	1223
1088	1224
1089	1225
1090	1226
1091	1227
1092	1228
1093	1229
1094	1230
1095	1231
1096	1232
1073	1209
1074	1210
1075	1211
1076	1212
1077	1213
1078	1214
1079	1215
1080	1216
1105	1241
1106	1242
1107	1243
1108	1244
1109	1245
1110	1246
1111	1247
1112	1248
1169	1305
1170	1306
1171	1307
1172	1308
1173	1309
1174	1310
1175	1311
1176	1312
1025	1161
1026	1162
1027	1163
1028	1164
1029	1165
1030	1166
1031	1167
1032	1168
1121	1257
1122	1258
1123	1259
1124	1260
1125	1261
1126	1262
1127	1263
1128	1264
1305	1057
1306	1058
1307	1059
1308	1060
1309	1061
1310	1062
1311	1063
1312	1064
1281	1033
1282	1034
1283	1035
1284	1036
1285	1037
1286	1038
1287	1039
1288	1040
1009	1145
1010	1146
1011	1147
1012	1148
1013	1149
1014	1150
1015	1151
1016	1152
1289	1041
1290	1042
1291	1043
1292	1044
1293	1045
1294	1046
1295	1047
1296	1048
1369	1121
1370	1122
1371	1123
1372	1124
1373	1125
1374	1126
1375	1127
1376	1128
##bravo_command	1,21	2,7	p5_straight
##bravo_command	1,23	2,9	p5_straight
##bravo_command	1,19	2,5	p5_straight
##bravo_command	1,4	2,13	p5_straight
##bravo_command	1,20	2,6	p5_straight
##bravo_command	1,7	1,18	p5_straight
##bravo_command	1,8	2,17	p5_straight
##bravo_command	2,6	1,15	p5_straight
##bravo_command	2,23	1,9	p5_straight
##bravo_command	1,3	1,14	p5_straight
##bravo_command	2,2	1,11	p5_straight
##bravo_command	2,22	1,8	p5_straight
