#p7	p5
1369	1185
1370	1186
1371	1187
1372	1188
1373	1189
1374	1190
1375	1191
1376	1192
1017	1217
1018	1218
1019	1219
1020	1220
1021	1221
1022	1222
1023	1223
1024	1224
1217	1033
1218	1034
1219	1035
1220	1036
1221	1037
1222	1038
1223	1039
1224	1040
1121	1321
1122	1322
1123	1323
1124	1324
1125	1325
1126	1326
1127	1327
1128	1328
1129	1329
1130	1330
1131	1331
1132	1332
1133	1333
1134	1334
1135	1335
1136	1336
1297	1113
1298	1114
1299	1115
1300	1116
1301	1117
1302	1118
1303	1119
1304	1120
1377	1193
1378	1194
1379	1195
1380	1196
1381	1197
1382	1198
1383	1199
1384	1200
1081	1281
1082	1282
1083	1283
1084	1284
1085	1285
1086	1286
1087	1287
1088	1288
1329	1145
1330	1146
1331	1147
1332	1148
1333	1149
1334	1150
1335	1151
1336	1152
1241	1057
1242	1058
1243	1059
1244	1060
1245	1061
1246	1062
1247	1063
1248	1064
1273	1089
1274	1090
1275	1091
1276	1092
1277	1093
1278	1094
1279	1095
1280	1096
1361	1177
1362	1178
1363	1179
1364	1180
1365	1181
1366	1182
1367	1183
1368	1184
##bravo_command	2,22	1,24	p5_straight
##bravo_command	1,5	2,7	p5_straight
##bravo_command	2,7	1,9	p5_straight
##bravo_command	1,8	2,10	p5_straight
##bravo_command	1,10	2,12	p5_straight
##bravo_command	2,4	1,6	p5_straight
##bravo_command	2,24	2,1	p5_straight
##bravo_command	1,21	2,23	p5_straight
##bravo_command	2,12	1,14	p5_straight
##bravo_command	2,13	1,15	p5_straight
##bravo_command	2,21	1,23	p5_straight
##bravo_command	2,20	1,22	p5_straight
