#p7	p5
1129	1176
1130	1175
1131	1174
1132	1173
1133	1172
1134	1171
1135	1170
1136	1169
1009	1056
1010	1055
1011	1054
1012	1053
1013	1052
1014	1051
1015	1050
1016	1049
1329	1376
1330	1375
1331	1374
1332	1373
1333	1372
1334	1371
1335	1370
1336	1369
1121	1168
1122	1167
1123	1166
1124	1165
1125	1164
1126	1163
1127	1162
1128	1161
1249	1296
1250	1295
1251	1294
1252	1293
1253	1292
1254	1291
1255	1290
1256	1289
1297	1344
1298	1343
1299	1342
1300	1341
1301	1340
1302	1339
1303	1338
1304	1337
1017	1064
1018	1063
1019	1062
1020	1061
1021	1060
1022	1059
1023	1058
1024	1057
1001	1048
1002	1047
1003	1046
1004	1045
1005	1044
1006	1043
1007	1042
1008	1041
1049	1096
1050	1095
1051	1094
1052	1093
1053	1092
1054	1091
1055	1090
1056	1089
1361	1024
1362	1023
1363	1022
1364	1021
1365	1020
1366	1019
1367	1018
1368	1017
1033	1080
1034	1079
1035	1078
1036	1077
1037	1076
1038	1075
1039	1074
1040	1073
1265	1312
1266	1311
1267	1310
1268	1309
1269	1308
1270	1307
1271	1306
1272	1305
##bravo_command	1,10	2,5	p5_inverse
##bravo_command	1,3	2,12	p5_inverse
##bravo_command	2,12	1,3	p5_inverse
##bravo_command	1,8	2,7	p5_inverse
##bravo_command	2,15	1,23	p5_inverse
##bravo_command	2,4	1,11	p5_inverse
##bravo_command	1,5	2,10	p5_inverse
##bravo_command	1,1	2,14	p5_inverse
##bravo_command	1,13	2,2	p5_inverse
##bravo_command	2,20	2,20	p5_inverse
##bravo_command	1,9	2,6	p5_inverse
##bravo_command	2,19	1,19	p5_inverse
