#p7	p5
1145	1240
1146	1239
1147	1238
1148	1237
1149	1236
1150	1235
1151	1234
1152	1233
1289	1384
1290	1383
1291	1382
1292	1381
1293	1380
1294	1379
1295	1378
1296	1377
1121	1216
1122	1215
1123	1214
1124	1213
1125	1212
1126	1211
1127	1210
1128	1209
1185	1280
1186	1279
1187	1278
1188	1277
1189	1276
1190	1275
1191	1274
1192	1273
1041	1136
1042	1135
1043	1134
1044	1133
1045	1132
1046	1131
1047	1130
1048	1129
1305	1016
1306	1015
1307	1014
1308	1013
1309	1012
1310	1011
1311	1010
1312	1009
1233	1328
1234	1327
1235	1326
1236	1325
1237	1324
1238	1323
1239	1322
1240	1321
1241	1336
1242	1335
1243	1334
1244	1333
1245	1332
1246	1331
1247	1330
1248	1329
1297	1008
1298	1007
1299	1006
1300	1005
1301	1004
1302	1003
1303	1002
1304	1001
1257	1352
1258	1351
1259	1350
1260	1349
1261	1348
1262	1347
1263	1346
1264	1345
1313	1024
1314	1023
1315	1022
1316	1021
1317	1020
1318	1019
1319	1018
1320	1017
1217	1312
1218	1311
1219	1310
1220	1309
1221	1308
1222	1307
1223	1306
1224	1305
##bravo_command	1,14	1,14	p5_inverse
##bravo_command	2,2	1,1	p5_inverse
##bravo_command	1,8	1,20	p5_inverse
##bravo_command	1,24	1,4	p5_inverse
##bravo_command	1,11	2,15	p5_inverse
##bravo_command	2,6	2,22	p5_inverse
##bravo_command	2,11	1,15	p5_inverse
##bravo_command	2,13	1,13	p5_inverse
##bravo_command	2,4	2,24	p5_inverse
##bravo_command	2,17	1,9	p5_inverse
##bravo_command	2,8	2,20	p5_inverse
##bravo_command	2,7	1,19	p5_inverse
