#p7	p5
1321	1264
1322	1263
1323	1262
1324	1261
1325	1260
1326	1259
1327	1258
1328	1257
1073	1016
1074	1015
1075	1014
1076	1013
1077	1012
1078	1011
1079	1010
1080	1009
1193	1136
1194	1135
1195	1134
1196	1133
1197	1132
1198	1131
1199	1130
1200	1129
1297	1240
1298	1239
1299	1238
1300	1237
1301	1236
1302	1235
1303	1234
1304	1233
1017	1344
1018	1343
1019	1342
1020	1341
1021	1340
1022	1339
1023	1338
1024	1337
1337	1280
1338	1279
1339	1278
1340	1277
1341	1276
1342	1275
1343	1274
1344	1273
1329	1272
1330	1271
1331	1270
1332	1269
1333	1268
1334	1267
1335	1266
1336	1265
1177	1120
1178	1119
1179	1118
1180	1117
1181	1116
1182	1115
1183	1114
1184	1113
1289	1232
1290	1231
1291	1230
1292	1229
1293	1228
1294	1227
1295	1226
1296	1225
1113	1056
1114	1055
1115	1054
1116	1053
1117	1052
1118	1051
1119	1050
1120	1049
1241	1184
1242	1183
1243	1182
1244	1181
1245	1180
1246	1179
1247	1178
1248	1177
1273	1216
1274	1215
1275	1214
1276	1213
1277	1212
1278	1211
1279	1210
1280	1209
##bravo_command	2,10	1,8	p5_inverse
##bravo_command	1,19	2,22	p5_inverse
##bravo_command	2,1	2,15	p5_inverse
##bravo_command	2,4	1,14	p5_inverse
##bravo_command	1,5	1,11	p5_inverse
##bravo_command	2,14	1,4	p5_inverse
##bravo_command	2,12	1,6	p5_inverse
##bravo_command	1,22	2,19	p5_inverse
##bravo_command	2,2	1,16	p5_inverse
##bravo_command	1,6	2,12	p5_inverse
##bravo_command	2,13	2,3	p5_inverse
##bravo_command	2,21	1,20	p5_inverse
