#p7	p5
1321	1153
1322	1154
1323	1155
1324	1156
1325	1157
1326	1158
1327	1159
1328	1160
1081	1297
1082	1298
1083	1299
1084	1300
1085	1301
1086	1302
1087	1303
1088	1304
1025	1241
1026	1242
1027	1243
1028	1244
1029	1245
1030	1246
1031	1247
1032	1248
1177	1009
1178	1010
1179	1011
1180	1012
1181	1013
1182	1014
1183	1015
1184	1016
1305	1137
1306	1138
1307	1139
1308	1140
1309	1141
1310	1142
1311	1143
1312	1144
1065	1281
1066	1282
1067	1283
1068	1284
1069	1285
1070	1286
1071	1287
1072	1288
1225	1057
1226	1058
1227	1059
1228	1060
1229	1061
1230	1062
1231	1063
1232	1064
1017	1233
1018	1234
1019	1235
1020	1236
1021	1237
1022	1238
1023	1239
1024	1240
1033	1249
1034	1250
1035	1251
1036	1252
1037	1253
1038	1254
1039	1255
1040	1256
1169	1001
1170	1002
1171	1003
1172	1004
1173	1005
1174	1006
1175	1007
1176	1008
1353	1185
1354	1186
1355	1187
1356	1188
1357	1189
1358	1190
1359	1191
1360	1192
1129	1345
1130	1346
1131	1347
1132	1348
1133	1349
1134	1350
1135	1351
1136	1352
##bravo_command	2,10	1,16	p5_straight
##bravo_command	1,21	2,4	p5_straight
##bravo_command	1,7	2,13	p5_straight
##bravo_command	1,22	1,3	p5_straight
##bravo_command	2,6	1,12	p5_straight
##bravo_command	1,17	2,23	p5_straight
##bravo_command	2,9	1,15	p5_straight
##bravo_command	1,5	2,11	p5_straight
##bravo_command	1,9	2,15	p5_straight
##bravo_command	1,20	1,1	p5_straight
##bravo_command	2,18	1,24	p5_straight
##bravo_command	1,10	2,16	p5_straight
