#p7	p5
1321	1041
1322	1042
1323	1043
1324	1044
1325	1045
1326	1046
1327	1047
1328	1048
1049	1153
1050	1154
1051	1155
1052	1156
1053	1157
1054	1158
1055	1159
1056	1160
1313	1033
1314	1034
1315	1035
1316	1036
1317	1037
1318	1038
1319	1039
1320	1040
1089	1193
1090	1194
1091	1195
1092	1196
1093	1197
1094	1198
1095	1199
1096	1200
1265	1369
1266	1370
1267	1371
1268	1372
1269	1373
1270	1374
1271	1375
1272	1376
1377	1097
1378	1098
1379	1099
1380	1100
1381	1101
1382	1102
1383	1103
1384	1104
1009	1113
1010	1114
1011	1115
1012	1116
1013	1117
1014	1118
1015	1119
1016	1120
1153	1257
1154	1258
1155	1259
1156	1260
1157	1261
1158	1262
1159	1263
1160	1264
1249	1353
1250	1354
1251	1355
1252	1356
1253	1357
1254	1358
1255	1359
1256	1360
1369	1089
1370	1090
1371	1091
1372	1092
1373	1093
1374	1094
1375	1095
1376	1096
1097	1201
1098	1202
1099	1203
1100	1204
1101	1205
1102	1206
1103	1207
1104	1208
1329	1049
1330	1050
1331	1051
1332	1052
1333	1053
1334	1054
1335	1055
1336	1056
##bravo_command	2,10	1,11	p5_straight
##bravo_command	1,13	1,16	p5_straight
##bravo_command	2,8	1,9	p5_straight
##bravo_command	1,23	2,1	p5_straight
##bravo_command	2,19	2,22	p5_straight
##bravo_command	2,24	1,2	p5_straight
##bravo_command	1,3	1,6	p5_straight
##bravo_command	1,16	2,17	p5_straight
##bravo_command	2,15	2,18	p5_straight
##bravo_command	2,22	1,23	p5_straight
##bravo_command	1,2	2,3	p5_straight
##bravo_command	2,12	1,13	p5_straight
