#p7	p5
1001	1105
1002	1106
1003	1107
1004	1108
1005	1109
1006	1110
1007	1111
1008	1112
1185	1289
1186	1290
1187	1291
1188	1292
1189	1293
1190	1294
1191	1295
1192	1296
1281	1001
1282	1002
1283	1003
1284	1004
1285	1005
1286	1006
1287	1007
1288	1008
1297	1017
1298	1018
1299	1019
1300	1020
1301	1021
1302	1022
1303	1023
1304	1024
1145	1249
1146	1250
1147	1251
1148	1252
1149	1253
1150	1254
1151	1255
1152	1256
1025	1129
1026	1130
1027	1131
1028	1132
1029	1133
1030	1134
1031	1135
1032	1136
1121	1225
1122	1226
1123	1227
1124	1228
1125	1229
1126	1230
1127	1231
1128	1232
1065	1169
1066	1170
1067	1171
1068	1172
1069	1173
1070	1174
1071	1175
1072	1176
1305	1025
1306	1026
1307	1027
1308	1028
1309	1029
1310	1030
1311	1031
1312	1032
1201	1305
1202	1306
1203	1307
1204	1308
1205	1309
1206	1310
1207	1311
1208	1312
1193	1297
1194	1298
1195	1299
1196	1300
1197	1301
1198	1302
1199	1303
1200	1304
1217	1321
1218	1322
1219	1323
1220	1324
1221	1325
1222	1326
1223	1327
1224	1328
##bravo_command	1,1	1,4	p5_straight
##bravo_command	1,24	2,2	p5_straight
##bravo_command	2,23	1,1	p5_straight
##bravo_command	2,4	1,5	p5_straight
##bravo_command	1,14	2,15	p5_straight
##bravo_command	1,7	1,10	p5_straight
##bravo_command	1,8	2,9	p5_straight
##bravo_command	1,17	1,20	p5_straight
##bravo_command	2,6	1,7	p5_straight
##bravo_command	2,3	2,6	p5_straight
##bravo_command	2,1	2,4	p5_straight
##bravo_command	2,7	2,10	p5_straight
