#p7	p5
1377	1313
1378	1314
1379	1315
1380	1316
1381	1317
1382	1318
1383	1319
1384	1320
1201	1137
1202	1138
1203	1139
1204	1140
1205	1141
1206	1142
1207	1143
1208	1144
1049	1369
1050	1370
1051	1371
1052	1372
1053	1373
1054	1374
1055	1375
1056	1376
1209	1145
1210	1146
1211	1147
1212	1148
1213	1149
1214	1150
1215	1151
1216	1152
1121	1057
1122	1058
1123	1059
1124	1060
1125	1061
1126	1062
1127	1063
1128	1064
1233	1169
1234	1170
1235	1171
1236	1172
1237	1173
1238	1174
1239	1175
1240	1176
1249	1185
1250	1186
1251	1187
1252	1188
1253	1189
1254	1190
1255	1191
1256	1192
1105	1041
1106	1042
1107	1043
1108	1044
1109	1045
1110	1046
1111	1047
1112	1048
1313	1249
1314	1250
1315	1251
1316	1252
1317	1253
1318	1254
1319	1255
1320	1256
1057	1377
1058	1378
1059	1379
1060	1380
1061	1381
1062	1382
1063	1383
1064	1384
1081	1017
1082	1018
1083	1019
1084	1020
1085	1021
1086	1022
1087	1023
1088	1024
1041	1361
1042	1362
1043	1363
1044	1364
1045	1365
1046	1366
1047	1367
1048	1368
##bravo_command	2,24	2,8	p5_straight
##bravo_command	2,3	1,12	p5_straight
##bravo_command	1,13	2,22	p5_straight
##bravo_command	2,5	1,14	p5_straight
##bravo_command	1,8	1,15	p5_straight
##bravo_command	2,11	1,20	p5_straight
##bravo_command	2,15	1,24	p5_straight
##bravo_command	1,4	1,11	p5_straight
##bravo_command	2,8	2,15	p5_straight
##bravo_command	1,15	2,24	p5_straight
##bravo_command	1,21	1,5	p5_straight
##bravo_command	1,11	2,20	p5_straight
