#p7	p5
1089	1353
1090	1354
1091	1355
1092	1356
1093	1357
1094	1358
1095	1359
1096	1360
1225	1105
1226	1106
1227	1107
1228	1108
1229	1109
1230	1110
1231	1111
1232	1112
1001	1265
1002	1266
1003	1267
1004	1268
1005	1269
1006	1270
1007	1271
1008	1272
1329	1209
1330	1210
1331	1211
1332	1212
1333	1213
1334	1214
1335	1215
1336	1216
1009	1273
1010	1274
1011	1275
1012	1276
1013	1277
1014	1278
1015	1279
1016	1280
1305	1185
1306	1186
1307	1187
1308	1188
1309	1189
1310	1190
1311	1191
1312	1192
1321	1201
1322	1202
1323	1203
1324	1204
1325	1205
1326	1206
1327	1207
1328	1208
1201	1081
1202	1082
1203	1083
1204	1084
1205	1085
1206	1086
1207	1087
1208	1088
1217	1097
1218	1098
1219	1099
1220	1100
1221	1101
1222	1102
1223	1103
1224	1104
1033	1297
1034	1298
1035	1299
1036	1300
1037	1301
1038	1302
1039	1303
1040	1304
1113	1377
1114	1378
1115	1379
1116	1380
1117	1381
1118	1382
1119	1383
1120	1384
1209	1089
1210	1090
1211	1091
1212	1092
1213	1093
1214	1094
1215	1095
1216	1096
##bravo_command	1,23	2,18	p5_straight
##bravo_command	2,9	1,4	p5_straight
##bravo_command	1,1	2,19	p5_straight
##bravo_command	2,12	2,5	p5_straight
##bravo_command	1,3	2,21	p5_straight
##bravo_command	2,6	1,24	p5_straight
##bravo_command	2,10	2,3	p5_straight
##bravo_command	2,3	1,21	p5_straight
##bravo_command	2,7	1,2	p5_straight
##bravo_command	1,9	2,4	p5_straight
##bravo_command	1,6	2,24	p5_straight
##bravo_command	2,5	1,23	p5_straight
