#p7	p5
1329	1064
1330	1063
1331	1062
1332	1061
1333	1060
1334	1059
1335	1058
1336	1057
1273	1008
1274	1007
1275	1006
1276	1005
1277	1004
1278	1003
1279	1002
1280	1001
1289	1024
1290	1023
1291	1022
1292	1021
1293	1020
1294	1019
1295	1018
1296	1017
1225	1344
1226	1343
1227	1342
1228	1341
1229	1340
1230	1339
1231	1338
1232	1337
1121	1240
1122	1239
1123	1238
1124	1237
1125	1236
1126	1235
1127	1234
1128	1233
1129	1248
1130	1247
1131	1246
1132	1245
1133	1244
1134	1243
1135	1242
1136	1241
1241	1360
1242	1359
1243	1358
1244	1357
1245	1356
1246	1355
1247	1354
1248	1353
1073	1192
1074	1191
1075	1190
1076	1189
1077	1188
1078	1187
1079	1186
1080	1185
1201	1320
1202	1319
1203	1318
1204	1317
1205	1316
1206	1315
1207	1314
1208	1313
1313	1048
1314	1047
1315	1046
1316	1045
1317	1044
1318	1043
1319	1042
1320	1041
1249	1368
1250	1367
1251	1366
1252	1365
1253	1364
1254	1363
1255	1362
1256	1361
1177	1296
1178	1295
1179	1294
1180	1293
1181	1292
1182	1291
1183	1290
1184	1289
##bravo_command	2,12	2,10	p5_inverse
##bravo_command	2,21	2,24	p5_inverse
##bravo_command	2,2	2,20	p5_inverse
##bravo_command	2,9	1,11	p5_inverse
##bravo_command	1,8	1,14	p5_inverse
##bravo_command	1,10	1,12	p5_inverse
##bravo_command	2,13	1,7	p5_inverse
##bravo_command	1,19	2,1	p5_inverse
##bravo_command	2,3	1,17	p5_inverse
##bravo_command	2,8	2,14	p5_inverse
##bravo_command	2,15	1,5	p5_inverse
##bravo_command	1,22	1,23	p5_inverse
