#p7	p5
1345	1097
1346	1098
1347	1099
1348	1100
1349	1101
1350	1102
1351	1103
1352	1104
1353	1105
1354	1106
1355	1107
1356	1108
1357	1109
1358	1110
1359	1111
1360	1112
1297	1049
1298	1050
1299	1051
1300	1052
1301	1053
1302	1054
1303	1055
1304	1056
1177	1313
1178	1314
1179	1315
1180	1316
1181	1317
1182	1318
1183	1319
1184	1320
1233	1369
1234	1370
1235	1371
1236	1372
1237	1373
1238	1374
1239	1375
1240	1376
1049	1185
1050	1186
1051	1187
1052	1188
1053	1189
1054	1190
1055	1191
1056	1192
1145	1281
1146	1282
1147	1283
1148	1284
1149	1285
1150	1286
1151	1287
1152	1288
1033	1169
1034	1170
1035	1171
1036	1172
1037	1173
1038	1174
1039	1175
1040	1176
1185	1321
1186	1322
1187	1323
1188	1324
1189	1325
1190	1326
1191	1327
1192	1328
1361	1113
1362	1114
1363	1115
1364	1116
1365	1117
1366	1118
1367	1119
1368	1120
1257	1009
1258	1010
1259	1011
1260	1012
1261	1013
1262	1014
1263	1015
1264	1016
1217	1353
1218	1354
1219	1355
1220	1356
1221	1357
1222	1358
1223	1359
1224	1360
##bravo_command	2,16	1,2	p5_straight
##bravo_command	2,18	1,4	p5_straight
##bravo_command	2,4	1,13	p5_straight
##bravo_command	1,22	2,8	p5_straight
##bravo_command	2,11	2,22	p5_straight
##bravo_command	1,13	1,24	p5_straight
##bravo_command	1,14	2,23	p5_straight
##bravo_command	1,9	1,20	p5_straight
##bravo_command	1,24	2,10	p5_straight
##bravo_command	2,20	1,6	p5_straight
##bravo_command	2,17	1,3	p5_straight
##bravo_command	2,7	2,18	p5_straight
