#p7	p5
1289	1273
1290	1274
1291	1275
1292	1276
1293	1277
1294	1278
1295	1279
1296	1280
1369	1353
1370	1354
1371	1355
1372	1356
1373	1357
1374	1358
1375	1359
1376	1360
1353	1337
1354	1338
1355	1339
1356	1340
1357	1341
1358	1342
1359	1343
1360	1344
1193	1177
1194	1178
1195	1179
1196	1180
1197	1181
1198	1182
1199	1183
1200	1184
1201	1185
1202	1186
1203	1187
1204	1188
1205	1189
1206	1190
1207	1191
1208	1192
1057	1041
1058	1042
1059	1043
1060	1044
1061	1045
1062	1046
1063	1047
1064	1048
1001	1369
1002	1370
1003	1371
1004	1372
1005	1373
1006	1374
1007	1375
1008	1376
1305	1289
1306	1290
1307	1291
1308	1292
1309	1293
1310	1294
1311	1295
1312	1296
1249	1233
1250	1234
1251	1235
1252	1236
1253	1237
1254	1238
1255	1239
1256	1240
1377	1361
1378	1362
1379	1363
1380	1364
1381	1365
1382	1366
1383	1367
1384	1368
1113	1097
1114	1098
1115	1099
1116	1100
1117	1101
1118	1102
1119	1103
1120	1104
1009	1377
1010	1378
1011	1379
1012	1380
1013	1381
1014	1382
1015	1383
1016	1384
##bravo_command	2,2	2,21	p5_straight
##bravo_command	2,22	2,18	p5_straight
##bravo_command	2,18	2,14	p5_straight
##bravo_command	2,1	1,22	p5_straight
##bravo_command	2,3	1,24	p5_straight
##bravo_command	1,15	1,11	p5_straight
##bravo_command	1,1	2,22	p5_straight
##bravo_command	2,6	2,2	p5_straight
##bravo_command	2,15	2,11	p5_straight
##bravo_command	2,24	2,20	p5_straight
##bravo_command	1,6	1,2	p5_straight
##bravo_command	1,3	2,24	p5_straight
