#p7	p5
1377	1320
1378	1319
1379	1318
1380	1317
1381	1316
1382	1315
1383	1314
1384	1313
1201	1144
1202	1143
1203	1142
1204	1141
1205	1140
1206	1139
1207	1138
1208	1137
1049	1376
1050	1375
1051	1374
1052	1373
1053	1372
1054	1371
1055	1370
1056	1369
1209	1152
1210	1151
1211	1150
1212	1149
1213	1148
1214	1147
1215	1146
1216	1145
1121	1064
1122	1063
1123	1062
1124	1061
1125	1060
1126	1059
1127	1058
1128	1057
1233	1176
1234	1175
1235	1174
1236	1173
1237	1172
1238	1171
1239	1170
1240	1169
1249	1192
1250	1191
1251	1190
1252	1189
1253	1188
1254	1187
1255	1186
1256	1185
1105	1048
1106	1047
1107	1046
1108	1045
1109	1044
1110	1043
1111	1042
1112	1041
1313	1256
1314	1255
1315	1254
1316	1253
1317	1252
1318	1251
1319	1250
1320	1249
1057	1384
1058	1383
1059	1382
1060	1381
1061	1380
1062	1379
1063	1378
1064	1377
1081	1024
1082	1023
1083	1022
1084	1021
1085	1020
1086	1019
1087	1018
1088	1017
1041	1368
1042	1367
1043	1366
1044	1365
1045	1364
1046	1363
1047	1362
1048	1361
##bravo_command	2,24	1,17	p5_inverse
##bravo_command	2,3	2,13	p5_inverse
##bravo_command	1,13	1,3	p5_inverse
##bravo_command	2,5	2,11	p5_inverse
##bravo_command	1,8	2,10	p5_inverse
##bravo_command	2,11	2,5	p5_inverse
##bravo_command	2,15	2,1	p5_inverse
##bravo_command	1,4	2,14	p5_inverse
##bravo_command	2,8	1,10	p5_inverse
##bravo_command	1,15	1,1	p5_inverse
##bravo_command	1,21	2,20	p5_inverse
##bravo_command	1,11	1,5	p5_inverse
