#p7	p5
1065	1024
1066	1023
1067	1022
1068	1021
1069	1020
1070	1019
1071	1018
1072	1017
1305	1264
1306	1263
1307	1262
1308	1261
1309	1260
1310	1259
1311	1258
1312	1257
1153	1112
1154	1111
1155	1110
1156	1109
1157	1108
1158	1107
1159	1106
1160	1105
1105	1064
1106	1063
1107	1062
1108	1061
1109	1060
1110	1059
1111	1058
1112	1057
1233	1192
1234	1191
1235	1190
1236	1189
1237	1188
1238	1187
1239	1186
1240	1185
1113	1072
1114	1071
1115	1070
1116	1069
1117	1068
1118	1067
1119	1066
1120	1065
1073	1032
1074	1031
1075	1030
1076	1029
1077	1028
1078	1027
1079	1026
1080	1025
1193	1152
1194	1151
1195	1150
1196	1149
1197	1148
1198	1147
1199	1146
1200	1145
1049	1008
1050	1007
1051	1006
1052	1005
1053	1004
1054	1003
1055	1002
1056	1001
1033	1376
1034	1375
1035	1374
1036	1373
1037	1372
1038	1371
1039	1370
1040	1369
1297	1256
1298	1255
1299	1254
1300	1253
1301	1252
1302	1251
1303	1250
1304	1249
1081	1040
1082	1039
1083	1038
1084	1037
1085	1036
1086	1035
1087	1034
1088	1033
##bravo_command	1,17	2,20	p5_inverse
##bravo_command	2,6	1,8	p5_inverse
##bravo_command	1,16	2,21	p5_inverse
##bravo_command	1,4	2,10	p5_inverse
##bravo_command	2,11	2,1	p5_inverse
##bravo_command	1,6	2,8	p5_inverse
##bravo_command	1,19	2,18	p5_inverse
##bravo_command	2,1	2,11	p5_inverse
##bravo_command	1,13	2,24	p5_inverse
##bravo_command	1,9	1,3	p5_inverse
##bravo_command	2,4	1,10	p5_inverse
##bravo_command	1,21	2,16	p5_inverse
