#p7	p5
1249	1032
1250	1031
1251	1030
1252	1029
1253	1028
1254	1027
1255	1026
1256	1025
1097	1264
1098	1263
1099	1262
1100	1261
1101	1260
1102	1259
1103	1258
1104	1257
1289	1072
1290	1071
1291	1070
1292	1069
1293	1068
1294	1067
1295	1066
1296	1065
1129	1296
1130	1295
1131	1294
1132	1293
1133	1292
1134	1291
1135	1290
1136	1289
1145	1312
1146	1311
1147	1310
1148	1309
1149	1308
1150	1307
1151	1306
1152	1305
1001	1168
1002	1167
1003	1166
1004	1165
1005	1164
1006	1163
1007	1162
1008	1161
1161	1328
1162	1327
1163	1326
1164	1325
1165	1324
1166	1323
1167	1322
1168	1321
1025	1192
1026	1191
1027	1190
1028	1189
1029	1188
1030	1187
1031	1186
1032	1185
1089	1256
1090	1255
1091	1254
1092	1253
1093	1252
1094	1251
1095	1250
1096	1249
1201	1368
1202	1367
1203	1366
1204	1365
1205	1364
1206	1363
1207	1362
1208	1361
1105	1272
1106	1271
1107	1270
1108	1269
1109	1268
1110	1267
1111	1266
1112	1265
1033	1200
1034	1199
1035	1198
1036	1197
1037	1196
1038	1195
1039	1194
1040	1193
##bravo_command	2,15	2,18	p5_inverse
##bravo_command	1,2	1,8	p5_inverse
##bravo_command	2,2	2,8	p5_inverse
##bravo_command	1,10	1,23	p5_inverse
##bravo_command	1,14	1,19	p5_inverse
##bravo_command	1,1	2,7	p5_inverse
##bravo_command	1,18	1,15	p5_inverse
##bravo_command	1,7	2,1	p5_inverse
##bravo_command	1,23	1,10	p5_inverse
##bravo_command	2,3	1,5	p5_inverse
##bravo_command	1,4	1,6	p5_inverse
##bravo_command	1,9	1,24	p5_inverse
