#p7	p5
1329	1249
1330	1250
1331	1251
1332	1252
1333	1253
1334	1254
1335	1255
1336	1256
1345	1265
1346	1266
1347	1267
1348	1268
1349	1269
1350	1270
1351	1271
1352	1272
1169	1089
1170	1090
1171	1091
1172	1092
1173	1093
1174	1094
1175	1095
1176	1096
1377	1297
1378	1298
1379	1299
1380	1300
1381	1301
1382	1302
1383	1303
1384	1304
1369	1289
1370	1290
1371	1291
1372	1292
1373	1293
1374	1294
1375	1295
1376	1296
1177	1097
1178	1098
1179	1099
1180	1100
1181	1101
1182	1102
1183	1103
1184	1104
1297	1217
1298	1218
1299	1219
1300	1220
1301	1221
1302	1222
1303	1223
1304	1224
1313	1233
1314	1234
1315	1235
1316	1236
1317	1237
1318	1238
1319	1239
1320	1240
1089	1009
1090	1010
1091	1011
1092	1012
1093	1013
1094	1014
1095	1015
1096	1016
1185	1105
1186	1106
1187	1107
1188	1108
1189	1109
1190	1110
1191	1111
1192	1112
1001	1305
1002	1306
1003	1307
1004	1308
1005	1309
1006	1310
1007	1311
1008	1312
1009	1313
1010	1314
1011	1315
1012	1316
1013	1317
1014	1318
1015	1319
1016	1320
##bravo_command	2,12	2,15	p5_straight
##bravo_command	2,16	2,19	p5_straight
##bravo_command	1,20	1,23	p5_straight
##bravo_command	2,24	2,4	p5_straight
##bravo_command	2,22	2,2	p5_straight
##bravo_command	1,22	1,2	p5_straight
##bravo_command	2,4	2,7	p5_straight
##bravo_command	2,8	2,11	p5_straight
##bravo_command	1,23	1,3	p5_straight
##bravo_command	1,24	1,4	p5_straight
##bravo_command	1,1	2,6	p5_straight
##bravo_command	1,3	2,8	p5_straight
