#p7	p5
1089	1112
1090	1111
1091	1110
1092	1109
1093	1108
1094	1107
1095	1106
1096	1105
1345	1368
1346	1367
1347	1366
1348	1365
1349	1364
1350	1363
1351	1362
1352	1361
1105	1128
1106	1127
1107	1126
1108	1125
1109	1124
1110	1123
1111	1122
1112	1121
1177	1200
1178	1199
1179	1198
1180	1197
1181	1196
1182	1195
1183	1194
1184	1193
1033	1056
1034	1055
1035	1054
1036	1053
1037	1052
1038	1051
1039	1050
1040	1049
1321	1344
1322	1343
1323	1342
1324	1341
1325	1340
1326	1339
1327	1338
1328	1337
1049	1072
1050	1071
1051	1070
1052	1069
1053	1068
1054	1067
1055	1066
1056	1065
1201	1224
1202	1223
1203	1222
1204	1221
1205	1220
1206	1219
1207	1218
1208	1217
1113	1136
1114	1135
1115	1134
1116	1133
1117	1132
1118	1131
1119	1130
1120	1129
1169	1192
1170	1191
1171	1190
1172	1189
1173	1188
1174	1187
1175	1186
1176	1185
1057	1080
1058	1079
1059	1078
1060	1077
1061	1076
1062	1075
1063	1074
1064	1073
1081	1104
1082	1103
1083	1102
1084	1101
1085	1100
1086	1099
1087	1098
1088	1097
##bravo_command	1,23	2,21	p5_inverse
##bravo_command	2,16	1,5	p5_inverse
##bravo_command	1,4	2,17	p5_inverse
##bravo_command	1,22	1,24	p5_inverse
##bravo_command	1,9	2,12	p5_inverse
##bravo_command	2,10	1,11	p5_inverse
##bravo_command	1,13	2,8	p5_inverse
##bravo_command	2,3	1,18	p5_inverse
##bravo_command	1,6	2,15	p5_inverse
##bravo_command	1,20	2,1	p5_inverse
##bravo_command	1,15	2,6	p5_inverse
##bravo_command	1,21	2,23	p5_inverse
