#p7	p5
1241	1280
1242	1279
1243	1278
1244	1277
1245	1276
1246	1275
1247	1274
1248	1273
1249	1288
1250	1287
1251	1286
1252	1285
1253	1284
1254	1283
1255	1282
1256	1281
1377	1032
1378	1031
1379	1030
1380	1029
1381	1028
1382	1027
1383	1026
1384	1025
1361	1016
1362	1015
1363	1014
1364	1013
1365	1012
1366	1011
1367	1010
1368	1009
1145	1184
1146	1183
1147	1182
1148	1181
1149	1180
1150	1179
1151	1178
1152	1177
1073	1112
1074	1111
1075	1110
1076	1109
1077	1108
1078	1107
1079	1106
1080	1105
1225	1264
1226	1263
1227	1262
1228	1261
1229	1260
1230	1259
1231	1258
1232	1257
1281	1320
1282	1319
1283	1318
1284	1317
1285	1316
1286	1315
1287	1314
1288	1313
1209	1248
1210	1247
1211	1246
1212	1245
1213	1244
1214	1243
1215	1242
1216	1241
1169	1208
1170	1207
1171	1206
1172	1205
1173	1204
1174	1203
1175	1202
1176	1201
1113	1152
1114	1151
1115	1150
1116	1149
1117	1148
1118	1147
1119	1146
1120	1145
1177	1216
1178	1215
1179	1214
1180	1213
1181	1212
1182	1211
1183	1210
1184	1209
##bravo_command	2,13	1,4	p5_inverse
##bravo_command	2,15	1,2	p5_inverse
##bravo_command	2,24	2,18	p5_inverse
##bravo_command	2,20	2,22	p5_inverse
##bravo_command	1,14	2,3	p5_inverse
##bravo_command	1,19	2,21	p5_inverse
##bravo_command	2,9	1,8	p5_inverse
##bravo_command	2,23	1,17	p5_inverse
##bravo_command	2,5	1,12	p5_inverse
##bravo_command	1,20	1,22	p5_inverse
##bravo_command	1,6	2,11	p5_inverse
##bravo_command	1,22	1,20	p5_inverse
